partition,graph,step,beta,gamma,loss,free_energy_mean,expected_cut_mean,expected_cut_max,hard_cut_mean,hard_cut_max,best_cut_so_far,best_known_cut,gap,accuracy_percent,R_mean,rx_abs_mean,rz_abs_mean,best_replica_so_far,elapsed_sec
20,G77,750,3.4442949295043945,0.2502502799034118,-10072.3701171875,-10072.3701171875,8783.23046875,8817.87109375,9687.9375,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9402329921722412,0.2282894998788833,0.8748819231987,26,24.59937310218811
20,G77,800,4.305146217346191,0.2002002000808715,-9896.359375,-9896.359375,8998.025390625,9032.970703125,9687.9375,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9469106197357178,0.195654347538948,0.8890580534934998,26,26.179945945739743
20,G77,850,5.739701271057129,0.150150179862976,-9746.158203125,-9746.158203125,9169.97265625,9205.125,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9524067044258118,0.1618448942899704,0.9010467529296876,26,27.781768321990967
20,G77,900,8.608070373535156,0.1001001000404357,-9622.5830078125,-9622.5830078125,9303.130859375,9338.416015625,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9569805860519408,0.1264814734458923,0.9114014506340028,26,29.63223123550415
20,G77,950,17.207260131835938,0.0500500798225402,-9526.7138671875,-9526.7138671875,9400.35546875,9435.708984375,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.960810124874115,0.0880346521735191,0.9217771887779236,26,31.231502056121823
20,G77,1000,16666.66796875,0.0,-9463.7216796875,-9463.7216796875,9463.6611328125,9499.017578125,9687.953125,9724.0,9724.0,9940.0,216.0,97.82696177062374,0.9640409350395204,0.0299519654363393,0.9419123530387878,26,32.79590702056885
21,G81,1,0.8620690107345581,1.0,-16296.8525390625,-16296.8525390625,17.0,17.0,-113.140625,120.0,120.0,14060.0,13940.0,0.8534850640113798,0.0100994789972901,0.0100992275401949,6.971306720515713e-05,46,0.0462720394134521
21,G81,50,0.9065311551094056,0.9509509801864624,-15622.2041015625,-15622.2041015625,17.0,17.0,32.421875,332.0,332.0,14060.0,13728.0,2.3613086770981506,0.0167990569025278,0.0167990550398826,3.7179040646151407e-06,17,2.6382219791412354
21,G81,100,0.9568911194801332,0.900900900363922,-15047.26171875,-15047.26171875,17.0,17.0,-895.890625,-694.0,332.0,14060.0,13728.0,2.3613086770981506,0.0310854483395814,0.0310854483395814,6.125904405962501e-07,17,5.42831826210022
21,G81,150,1.0131754875183103,0.8508508205413818,-14741.966796875,-14741.966796875,17.0,17.0,-3234.15625,-2888.0,332.0,14060.0,13728.0,2.3613086770981506,0.0646008923649787,0.0646008849143982,3.555437797331251e-05,17,7.931389093399048
21,G81,200,1.076494812965393,0.8008008003234863,-14984.794921875,-14984.794921875,17.0,17.0,-3932.15625,-3592.0,332.0,14060.0,13728.0,2.3613086770981506,0.1445728540420532,0.1445727944374084,9.5482035249006e-05,17,10.389425039291382
21,G81,250,1.1482561826705933,0.7507507801055908,-15754.5771484375,-15754.5771484375,16.999488830566406,16.999557495117188,-6906.5625,-6630.0,332.0,14060.0,13728.0,2.3613086770981506,0.2991245985031128,0.2991244792938232,0.000209323639865,17,12.767646312713625
21,G81,300,1.230268478393555,0.7007007002830505,-16015.9150390625,-16015.9150390625,17.01514434814453,17.042457580566406,115.984375,1034.0,1034.0,14060.0,13026.0,7.354196301564723,0.4751968681812286,0.4751942157745361,0.0006603632937185,16,15.151803016662598
21,G81,350,1.324897050857544,0.6506506204605103,-16024.13671875,-16024.13671875,2770.2783203125,2788.22705078125,13656.828125,13700.0,13700.0,14060.0,360.0,97.43954480796586,0.6159315705299377,0.4493983387947082,0.3930596113204956,112,17.488269090652466
21,G81,400,1.435295581817627,0.6006006002426147,-16281.33984375,-16281.33984375,5847.02490234375,5877.3515625,13679.09375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.7442108392715454,0.425660640001297,0.5774378776550293,63,20.252024173736572
21,G81,450,1.5657646656036377,0.5505505800247192,-16212.90625,-16212.90625,7962.40625,7995.8154296875,13679.96875,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.8195050358772278,0.4023239016532898,0.6792383790016174,63,22.73466205596924
21,G81,500,1.7223249673843384,0.500500500202179,-15928.4345703125,-15928.4345703125,9323.7978515625,9357.533203125,13680.15625,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.8623520135879517,0.3768441379070282,0.7398965358734131,63,24.995995044708252
21,G81,550,1.913672685623169,0.4504504799842834,-15571.9462890625,-15571.9462890625,10275.236328125,10309.1123046875,13680.359375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.8891687989234924,0.3496003746986389,0.7810167670249939,63,27.21914792060852
21,G81,600,2.152850866317749,0.4004004001617431,-15206.3134765625,-15206.3134765625,10992.60546875,11026.8828125,13680.390625,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.9075607061386108,0.3210612833499908,0.8116996884346008,63,29.430628061294556
21,G81,650,2.460355520248413,0.3503503799438476,-14857.115234375,-14857.115234375,11559.60546875,11593.4111328125,13680.390625,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.9210419654846193,0.2914752960205078,0.8360060453414917,63,31.64610004425049
21,G81,700,2.8703441619873047,0.3003003001213074,-14535.4111328125,-14535.4111328125,12018.9091796875,12052.396484375,13680.40625,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.9313867092132568,0.2609473168849945,0.8559373617172241,63,33.8952419757843
21,G81,750,3.4442949295043945,0.2502502799034118,-14246.3095703125,-14246.3095703125,12394.17578125,12427.349609375,13680.4375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.939578115940094,0.2294889092445373,0.8725890517234802,63,36.135711908340454
21,G81,800,4.305146217346191,0.2002002000808715,-13992.328125,-13992.328125,12699.509765625,12733.1533203125,13680.4375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.9462092518806458,0.1970369219779968,0.886612594127655,63,38.33382797241211
21,G81,850,5.739701271057129,0.150150179862976,-13774.943359375,-13774.943359375,12943.86328125,12977.9267578125,13680.4375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.9516632556915284,0.1634274870157241,0.8984724283218384,63,40.6537652015686
21,G81,900,8.608070373535156,0.1001001000404357,-13595.30859375,-13595.30859375,13133.07421875,13167.4736328125,13680.4375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.9562000632286072,0.1282756626605987,0.9087457060813904,63,42.89091920852661
21,G81,950,17.207260131835938,0.0500500798225402,-13454.9755859375,-13454.9755859375,13271.2607421875,13305.900390625,13680.4375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.9599981904029846,0.0900247544050216,0.919171929359436,63,45.11101007461548
21,G81,1000,16666.66796875,0.0,-13361.5458984375,-13361.5458984375,13361.4580078125,13396.171875,13680.4375,13716.0,13716.0,14060.0,344.0,97.55334281650072,0.963204860687256,0.0311766844242811,0.9404088854789734,63,47.46900200843811
